15 300 3180
5 111 187.783 236.365
6 111 189.66 245.031
7 111 188.244 238.609
8 111 190.708 237.557
9 111 190.964 243.369
10 111 190.571 236.43
11 111 188.449 234.239
12 111 190.086 239.72
13 111 186.696 235.306
14 111 194.055 239.129
0 112 416.209 283.74
1 112 414.902 287.247
2 112 415.971 286.394
3 112 412.832 288.425
4 112 417.195 293.168
5 112 413.521 289.385
6 112 420.567 289.2
7 112 417.877 286.855
8 112 419.694 286.53
9 112 414.414 284.122
10 112 416.166 288.555
11 112 417.822 284.064
12 112 412.724 286.802
13 112 416.968 289.463
14 112 412 287.603
0 114 188.617 286.673
1 114 189.347 286.501
2 114 185.863 291.043
3 114 193.305 286.291
4 114 185.574 285.11
5 114 190.685 288.373
6 114 189.188 288.476
7 114 194.25 289.092
8 114 189.013 285.31
9 114 189.629 288.851
10 114 191.53 291.674
11 114 181.231 282.355
12 114 181.928 287.65
13 114 185.59 286.787
14 114 190.905 288.034
0 116 395.776 366.39
1 116 392.678 366.737
2 116 393.637 368.277
3 116 391.908 362.802
4 116 395.031 364.164
5 116 394.072 364.853
6 116 396.126 366.404
7 116 395.535 368.306
8 116 390.738 367.795
9 116 391.43 362.356
10 116 391.997 364.301
11 116 392.341 366.401
12 116 396.928 368.482
13 116 390.915 370.463
14 116 393.835 367.485
0 117 559.124 290.961
1 117 565.373 290.941
2 117 558.458 292.159
3 117 557.472 286.592
4 117 562.943 292.012
5 117 568.317 290.823
6 117 570.297 290.012
7 117 557.844 286.408
8 117 565.52 291.818
9 117 558.585 288.405
10 117 561.954 290.2
11 117 562.134 284.883
12 117 558.501 289.564
13 117 562.145 285.84
14 117 558.545 287.606
0 119 84.445 238.778
1 119 82.2068 244.051
2 119 76.712 244.504
3 119 76.1385 248.379
4 119 82.4963 243.07
5 119 77.3271 242.598
6 119 78.0858 244.66
7 119 78.8224 244.381
8 119 81.2854 241.117
9 119 81.6683 242.454
10 119 75.658 246.031
11 119 84.6853 245.276
12 119 78.0797 242.931
13 119 77.7208 247.574
14 119 79.6297 250.068
0 120 599.127 217.55
1 120 601.589 219.366
2 120 595.403 221.6
3 120 595.53 224.692
4 120 598.946 222.474
5 120 600.059 215.939
6 120 595.596 219.183
7 120 597.043 220.74
8 120 601.147 213.082
9 120 602.198 224.186
10 120 595.235 218.02
11 120 598.017 219.358
12 120 598.481 217.761
13 120 598.219 212.697
14 120 593.206 210.447
0 121 165.103 163.238
1 121 166.7 158.694
2 121 165.611 166.162
3 121 167.034 165.672
4 121 170.127 169.618
5 121 170.639 164.768
6 121 159.882 159.306
7 121 167.456 168.291
8 121 169.216 165.335
9 121 166.138 168.76
10 121 159.534 167.043
11 121 162.37 166.939
12 121 168.398 166.579
13 121 162.211 160.766
14 121 166.932 161.924
0 124 572.377 96.93
1 124 567.575 91.3472
2 124 571.099 96.1984
3 124 568.366 93.1461
4 124 570.497 95.0339
5 124 574.689 91.1994
6 124 570.46 96.4374
7 124 568.49 96.9542
8 124 568.354 99.5275
9 124 568.747 91.994
10 124 577.464 89.2853
11 124 564.768 93.8885
12 124 566.552 87.0324
13 124 575.555 92.9832
14 124 565.505 95.6416
0 125 12.5202 186.314
1 125 17.9723 186.086
2 125 8.86939 185.53
3 125 11.6379 183.432
4 125 11.6347 188.074
5 125 10.1082 188.941
6 125 12.7949 183.559
7 125 12.4167 179.06
8 125 14.1699 181.642
9 125 17.2077 188.129
10 125 13.0338 187.088
11 125 12.9294 185.714
12 125 14.2056 187.18
13 125 10.7145 180.941
14 125 15.3493 189.324
0 127 501.505 385.204
1 127 501.726 390.371
2 127 502.713 375.03
3 127 502.09 380.765
4 127 504.349 385.579
5 127 498.781 378.495
6 127 501.029 381.343
7 127 495.407 376.608
8 127 499.121 378.078
9 127 496.295 380.209
10 127 496.303 380.636
11 127 506 385.606
12 127 503.874 374.196
13 127 500.379 382.068
14 127 499.121 379.838
0 129 212.517 113.878
1 129 202.925 112.263
2 129 209.516 106.85
3 129 211.012 116.802
4 129 209.895 113.702
5 129 205.749 106.457
6 129 205.804 109.329
7 129 210.581 110.326
8 129 203.428 108.683
9 129 202.527 106.747
10 129 206.018 111.019
11 129 204.155 107.044
12 129 208.064 113.664
13 129 205.694 112.268
14 129 202.544 106.188
0 130 605.609 288.12
1 130 602.633 283.801
2 130 602.349 289.759
3 130 597.907 286.959
4 130 601.218 292.458
5 130 603.03 288.022
6 130 597.271 286.291
7 130 596.226 288.977
8 130 601.632 288.417
9 130 599.811 280.38
10 130 605.268 291.19
11 130 596.509 286.458
12 130 597.949 288.159
13 130 601.036 287.333
14 130 600.977 293.251
0 132 487.67 323.555
1 132 484.735 319.997
2 132 490.791 316.425
3 132 487.468 323.769
4 132 489.261 318.094
5 132 482.74 316.679
6 132 487.49 326.753
7 132 488.065 316.69
8 132 486.084 322.075
9 132 490.538 324.979
10 132 490.167 317.903
11 132 486.985 320.923
12 132 482.962 327.108
13 132 489.939 317.046
14 132 486.689 317.545
0 133 396.015 128.496
1 133 392.43 130.419
2 133 402.84 133.001
3 133 398.996 130.027
4 133 399.836 127.097
5 133 395.141 129.111
6 133 394.503 128.225
7 133 400.52 128.296
8 133 397.854 128.604
9 133 396.635 129.11
10 133 396.792 130.062
11 133 395.518 132.227
12 133 396.398 124.657
13 133 396.099 127.266
14 133 394.522 131.226
0 134 392.499 251.48
1 134 397.592 249.926
2 134 398.264 244.018
3 134 402.524 256.961
4 134 400.754 245.105
5 134 397.92 241.963
6 134 399.439 247.994
7 134 398.735 248.977
8 134 401.725 248.699
9 134 398.851 248.507
10 134 398.72 251.875
11 134 395.038 243.147
12 134 395.669 248.534
13 134 400.256 248.398
14 134 402.042 242.594
0 136 415.389 144.811
1 136 414.509 142.003
2 136 415.637 142.614
3 136 413.791 149.728
4 136 414.31 141.504
5 136 415.61 145.101
6 136 417.257 142.922
7 136 417.548 145.816
8 136 419.29 147.164
9 136 413.131 142.164
10 136 412.24 141.982
11 136 419.437 144.315
12 136 417.771 147.821
13 136 413.929 143.388
14 136 417.394 143.808
0 137 402.528 275.064
1 137 402.963 271.668
2 137 397.714 272.583
3 137 398.998 278.703
4 137 405.555 270.528
5 137 402.821 272.403
6 137 403.511 270.848
7 137 403.824 275.786
8 137 401.995 273.779
9 137 399.785 275.839
10 137 397.403 279.185
11 137 400.353 273.93
12 137 398.453 273.634
13 137 398.632 278.134
14 137 402.364 272.736
0 139 -0.806461 378.738
1 139 -3.31884 376.56
2 139 0.911098 374.323
3 139 -4.91361 381.108
4 139 1.11406 377.888
5 139 -1.23 372.162
6 139 -2.10657 376.644
7 139 -2.81927 373.146
8 139 7.57321 370.939
9 139 -8.10215 383.067
10 139 -0.377033 378.046
11 139 2.75805 375.276
12 139 4.18625 374.993
13 139 2.03786 372.164
14 139 2.65931 374.228
0 140 601.455 164.141
1 140 596.593 162.212
2 140 602.376 161.097
3 140 602.77 164.259
4 140 601.17 163.26
5 140 602.296 158.559
6 140 600.68 163.863
7 140 602.337 163.247
8 140 602.541 160.621
9 140 598.559 158.46
10 140 601.731 160.139
11 140 598.374 162.284
12 140 602.732 157.069
13 140 599.327 163.242
14 140 596.397 163.029
0 142 466.933 336.108
1 142 461.26 334.267
2 142 459.367 342.372
3 142 459.043 336.631
4 142 462.482 330.28
5 142 458.977 333.625
6 142 458.884 327.121
7 142 460.621 338.391
8 142 465.144 339.249
9 142 462.529 335.338
10 142 461.059 326.389
11 142 464.88 332.499
12 142 462.59 334.215
13 142 463.207 332.826
14 142 468.703 338.309
0 143 592.867 162.69
1 143 595.158 155.724
2 143 596.392 161.933
3 143 590.178 160.52
4 143 593.59 158.941
5 143 593.308 163.999
6 143 596.077 159.794
7 143 597.633 160.74
8 143 595.418 164.04
9 143 595.924 157.49
10 143 592.387 156.994
11 143 594.713 159.184
12 143 594.833 155.953
13 143 602.29 158.099
14 143 598.652 156.054
0 144 155.344 332.388
1 144 155.535 337.145
2 144 165.694 334.593
3 144 161.519 333.12
4 144 159.41 331.267
5 144 159.491 338.871
6 144 164.495 329.713
7 144 155.787 333.813
8 144 162.06 332.714
9 144 157.778 332.249
10 144 164.224 332.555
11 144 164.306 331.971
12 144 161.528 334.809
13 144 167.099 333.248
14 144 161.059 327.803
0 145 425.496 145.544
1 145 420.507 144.871
2 145 423.553 146.797
3 145 420.393 145.315
4 145 421.363 142.495
5 145 426.958 142.279
6 145 426.979 146.515
7 145 421.116 147.484
8 145 428.088 143.449
9 145 421.273 144.157
10 145 426.259 149.759
11 145 420.402 146.784
12 145 425.89 149.749
13 145 422.444 150.611
14 145 419.502 141.068
0 146 592.391 295.227
1 146 588.867 296.765
2 146 586.543 295.965
3 146 596.293 298.788
4 146 589.741 294.31
5 146 593.526 294.375
6 146 591.918 297.404
7 146 587.825 294.564
8 146 591.647 293.846
9 146 598.326 291.768
10 146 589.561 294.913
11 146 591.323 298.153
12 146 593.374 290.028
13 146 592.574 295.547
14 146 593.293 293.483
0 147 243.086 165.659
1 147 236.267 156.644
2 147 242.565 162.264
3 147 237.906 158.185
4 147 235.835 153.269
5 147 245.441 161.293
6 147 244.986 161.878
7 147 235.185 162.792
8 147 236.61 158.628
9 147 243.021 157.205
10 147 244.632 160.741
11 147 240.766 164.676
12 147 236.709 156.626
13 147 239.193 154.54
14 147 236.854 157.098
0 148 75.2067 222.75
1 148 76.648 220.785
2 148 77.4447 222.323
3 148 75.8046 224.944
4 148 78.2547 224.784
5 148 78.9657 218.885
6 148 73.9134 221.612
7 148 74.5682 220.011
8 148 75.1486 217.089
9 148 78.4904 217.223
10 148 77.2371 218.94
11 148 70.73 220.342
12 148 84.0154 219.745
13 148 74.8022 216.721
14 148 79.2557 215.739
0 149 10.1006 247.297
1 149 12.4837 251.8
2 149 12.4077 252.259
3 149 14.8525 253.63
4 149 12.4348 250.522
5 149 14.2404 251.513
6 149 15.271 254.046
7 149 9.39922 256.937
8 149 11.4732 248.537
9 149 16.54 247.515
10 149 9.71055 249.688
11 149 8.15793 250.088
12 149 13.1979 248.968
13 149 18.9744 245.533
14 149 13.1622 242.902
0 150 210.681 108.523
1 150 220.737 97.2069
2 150 220.558 104.099
3 150 224.522 104.23
4 150 215.011 104.915
5 150 222.462 101.903
6 150 219.585 112.221
7 150 217.793 99.2331
8 150 214.98 103.01
9 150 218.796 104.81
10 150 217.052 101.154
11 150 222.495 108.863
12 150 214.072 102.781
13 150 221.123 104.357
14 150 219.379 104.191
0 151 529.839 190.732
1 151 529.252 176.809
2 151 535.513 182.509
3 151 533.424 176.049
4 151 528.682 185.211
5 151 533.025 181.477
6 151 530.289 184.487
7 151 532.579 181.74
8 151 532.948 175.585
9 151 531.243 185.001
10 151 529.65 183.68
11 151 529.356 180.463
12 151 530.363 187.185
13 151 532.917 175.386
14 151 527.293 183.927
0 152 368.223 289.37
1 152 364.107 285.74
2 152 374.349 286.089
3 152 367.982 282.708
4 152 371.604 290.271
5 152 369.327 284.301
6 152 367.1 284.555
7 152 370.887 285.59
8 152 368.005 283.415
9 152 368.853 290.861
10 152 364.705 281.005
11 152 368.447 282.704
12 152 369.269 280.88
13 152 364.207 278.976
14 152 368.349 283.122
0 153 558.829 283.336
1 153 557.62 283.565
2 153 556.66 288.339
3 153 560.169 287.463
4 153 558.512 285.66
5 153 565.543 290.07
6 153 556.592 292.097
7 153 553.058 287.752
8 153 551.086 292.097
9 153 556.254 291.163
10 153 558.722 289.673
11 153 557.199 286.759
12 153 559.54 295
13 153 556.185 285.735
14 153 557.754 291.157
0 154 437.818 191.85
1 154 441.725 186.517
2 154 440.627 191.743
3 154 435.369 190.115
4 154 435.688 193.507
5 154 434.955 187.083
6 154 435.88 191.505
7 154 439.863 188.226
8 154 441.45 191.983
9 154 436.199 191.604
10 154 440.357 188.859
11 154 435.776 188.599
12 154 440.648 186.621
13 154 436.846 191.322
14 154 439.109 190.822
0 156 338.303 275.711
1 156 334.165 273.099
2 156 334.365 278.563
3 156 331.403 278.473
4 156 339.13 282.137
5 156 333.959 282.658
6 156 333.835 279.333
7 156 333.024 275.187
8 156 338.391 281.074
9 156 338.02 279.541
10 156 328.321 281.29
11 156 340.53 281.869
12 156 330.455 281.517
13 156 332.823 283.888
14 156 334.841 280.581
0 157 507.089 196.838
1 157 513.409 196.905
2 157 511.215 200.414
3 157 514.084 192.981
4 157 516.046 196.562
5 157 515.741 197.45
6 157 516.499 196.044
7 157 516.932 195.595
8 157 514.639 198.96
9 157 513.112 196.686
10 157 510.856 199.67
11 157 513.782 203.426
12 157 515.37 195.72
13 157 515.652 199.438
14 157 512.034 198.324
0 158 49.0313 282.558
1 158 49.8887 293.078
2 158 45.8194 289.823
3 158 49.1836 285.63
4 158 49.1088 288.858
5 158 49.8357 288.664
6 158 49.1643 280.208
7 158 42.8887 288.887
8 158 44.0462 290.075
9 158 45.7585 288.364
10 158 43.8324 292.209
11 158 43.9712 281.901
12 158 44.604 282.452
13 158 46.5722 289.48
14 158 41.6965 281.609
0 159 502.476 95.9427
1 159 508.017 99.1337
2 159 508.876 93.9912
3 159 507.38 90.3372
4 159 504.249 89.174
5 159 502.131 96.451
6 159 499.4 91.0458
7 159 503.07 96.4156
8 159 507.489 94.2896
9 159 508.872 96.2984
10 159 502.38 96.6328
11 159 503.29 100.504
12 159 504.531 100.869
13 159 501.805 96.6777
14 159 510.214 96.0389
0 160 506.826 273.365
1 160 509.913 278.433
2 160 506.88 277.264
3 160 506.033 275.088
4 160 512.974 276.346
5 160 509.575 273.066
6 160 506.172 270.795
7 160 505.747 277.914
8 160 507.009 276.652
9 160 512.002 269.843
10 160 511.49 282.512
11 160 501.123 272.701
12 160 514.799 279.777
13 160 507.006 277.826
14 160 510.741 276.14
0 162 464.722 172.129
1 162 460.994 172.025
2 162 457.154 167.199
3 162 463.533 168.223
4 162 466.12 165.802
5 162 463.865 166.598
6 162 465.094 166.502
7 162 460.63 167.153
8 162 455.506 167.567
9 162 458.316 161.753
10 162 463.357 172.062
11 162 465.078 172.982
12 162 456.751 164.336
13 162 463.117 167.325
14 162 459.478 172.755
0 163 197.658 155.517
1 163 194.011 160.237
2 163 192.364 162.967
3 163 195.669 156.286
4 163 193.153 157.024
5 163 199.594 156.559
6 163 195.253 159.043
7 163 199.139 152.552
8 163 195.464 154.23
9 163 197.393 156.989
10 163 197.727 159.091
11 163 193.24 157.447
12 163 202.353 153.618
13 163 201.884 161.052
14 163 196.6 156.903
0 164 441.044 338.363
1 164 450.35 344.644
2 164 447.058 343.518
3 164 450.178 341.566
4 164 446.351 343.953
5 164 448.462 340.752
6 164 448.134 344.82
7 164 441.531 348.32
8 164 444.974 346.623
9 164 442.755 340.304
10 164 443.985 342.765
11 164 446.954 346.26
12 164 443.927 345.438
13 164 441.255 340.366
14 164 444.027 341.046
0 165 43.2227 358.335
1 165 28.3403 350.98
2 165 33.3451 354.576
3 165 34.983 359.901
4 165 34.8963 350.417
5 165 41.258 360.729
6 165 29.1831 356.476
7 165 35.5895 360.428
8 165 36.1377 357.739
9 165 37.8759 352.625
10 165 35.7224 355.658
11 165 35.7604 353.008
12 165 34.8077 357.977
13 165 37.36 359.212
14 165 32.6636 352.774
0 166 631.473 240.628
1 166 635.075 240.757
2 166 631.29 243.381
3 166 633.626 237.2
4 166 631.488 241.072
5 166 634.509 240.895
6 166 629.507 240.252
7 166 628.486 239.492
8 166 634.227 238.711
9 166 631.601 241.037
10 166 636.289 238.383
11 166 633.222 238.743
12 166 638.185 244.286
13 166 632.781 242.102
14 166 631.673 238.568
0 167 70.0205 350.387
1 167 64.8232 348.39
2 167 69.0412 350.516
3 167 70.2852 349.924
4 167 70.8297 348.768
5 167 69.2096 353.307
6 167 69.3973 351.23
7 167 67.628 351.581
8 167 72.6837 353.114
9 167 66.6748 348.876
10 167 70.5616 344.976
11 167 67.1134 346.831
12 167 64.0197 353.773
13 167 67.7746 353.557
14 167 77.768 354.12
0 170 364.903 369.269
1 170 364.591 369.494
2 170 366.556 373.963
3 170 367.488 371.447
4 170 363.116 378.434
5 170 365.867 375.513
6 170 363.513 370.538
7 170 362.915 376.675
8 170 364.223 368.765
9 170 368.854 373.224
10 170 369.537 369.263
11 170 369.923 371.77
12 170 367.173 370.375
13 170 367.56 378.094
14 170 366.805 370.079
0 171 362.43 239.757
1 171 361.928 238.834
2 171 360.74 231.036
3 171 356.844 237.859
4 171 358.687 239.1
5 171 358.457 239.343
6 171 361.694 237.843
7 171 357.749 238.107
8 171 363.496 240.04
9 171 361.457 234.273
10 171 360.306 238.446
11 171 362.324 237.793
12 171 360.409 234.52
13 171 363.87 242.643
14 171 365.719 237.382
0 172 558.557 316.014
1 172 560.05 317.423
2 172 563.033 314.653
3 172 560.378 317.124
4 172 561.726 319.88
5 172 561.179 315.366
6 172 559.861 323.468
7 172 556.797 318.043
8 172 559.728 309.851
9 172 561.939 317.022
10 172 567.734 317.598
11 172 558.211 319.732
12 172 557.098 313.27
13 172 557.964 313.385
14 172 560.771 315.646
0 174 604.359 196.869
1 174 601.025 196.759
2 174 602.601 195.454
3 174 601.647 194.561
4 174 606.097 195.206
5 174 605.874 192.331
6 174 607.459 191.916
7 174 604.063 195.435
8 174 600.57 193.652
9 174 607.647 197.405
10 174 606.129 195.252
11 174 605.429 193.846
12 174 606.599 192.787
13 174 606.651 202.786
14 174 607.188 197.155
0 175 528.953 274.959
1 175 536.291 277.996
2 175 538.168 273.914
3 175 532.204 275.497
4 175 539.302 282.616
5 175 540.465 276.338
6 175 540.746 280.129
7 175 537.538 279.102
8 175 539.954 281.495
9 175 536.667 278.235
10 175 535.606 279.324
11 175 537.816 282.781
12 175 530.852 280.006
13 175 535.436 274.106
14 175 537.506 278.609
0 176 134.694 312.646
1 176 138.211 315.673
2 176 128.81 317.387
3 176 127.543 321.78
4 176 126.156 319.228
5 176 128.883 318.391
6 176 128.983 322.581
7 176 133.102 320.145
8 176 129.225 311.384
9 176 128.785 321.653
10 176 129.062 314.203
11 176 126.362 322.202
12 176 131.141 317.495
13 176 132.653 314.713
14 176 128.32 314.256
0 177 41.4683 230.875
1 177 45.2563 228.25
2 177 41.2151 229.83
3 177 45.6379 235.584
4 177 44.9462 230.614
5 177 44.8765 229.222
6 177 42.5083 225.103
7 177 39.7452 229.372
8 177 42.9171 234.685
9 177 41.7606 230.633
10 177 45.0041 230.9
11 177 44.8447 227.281
12 177 42.1121 231.274
13 177 44.759 234.614
14 177 42.8674 230.821
0 178 616.43 333.844
1 178 614.842 333.169
2 178 615.063 333.962
3 178 609.777 337.394
4 178 616.866 338.417
5 178 608.938 336.652
6 178 612.918 337.95
7 178 613.337 335.754
8 178 616.724 332.723
9 178 614.224 340.357
10 178 617.943 340.172
11 178 621.608 329.313
12 178 614.745 330.679
13 178 615.788 334.168
14 178 613.044 334.508
0 179 403.708 219.024
1 179 411.401 215.896
2 179 412.842 215.665
3 179 412.686 213.689
4 179 414.386 216.539
5 179 410.871 217.277
6 179 416.386 214.058
7 179 412.121 217.596
8 179 413.679 217.826
9 179 404.731 215.92
10 179 408.546 216.135
11 179 411.835 212.496
12 179 406.904 216.579
13 179 409.39 215.041
14 179 409.755 216.671
0 180 351.442 276.617
1 180 353.941 282.007
2 180 350.1 274.932
3 180 352.212 279.096
4 180 350.711 283.308
5 180 351.543 282.186
6 180 350.285 284.571
7 180 346.781 277.754
8 180 345.54 278.676
9 180 352.235 278.067
10 180 345.974 283.817
11 180 355.354 277.672
12 180 348.926 282.482
13 180 351.885 283.423
14 180 351.616 280.55
0 182 593.38 252.811
1 182 589.939 244.243
2 182 591.874 244.994
3 182 589.352 245.954
4 182 589.082 245.643
5 182 590.913 243.766
6 182 588.917 244.62
7 182 587.546 243.311
8 182 592.533 248.802
9 182 589.828 249.03
10 182 589.186 244.393
11 182 589.587 242.001
12 182 585.572 243.067
13 182 593.058 245.777
14 182 595.058 242.569
0 183 306.002 131.31
1 183 315.647 133.011
2 183 311.113 128.612
3 183 310.751 134.383
4 183 313.178 126.007
5 183 314.969 126.522
6 183 312.043 132.728
7 183 306.579 132.852
8 183 317.315 131.499
9 183 314.051 128.861
10 183 312.218 130.745
11 183 316.198 125.131
12 183 315.591 133.77
13 183 307.665 127.12
14 183 313.019 128.136
0 184 585.807 113.271
1 184 590.587 115.751
2 184 585.265 113.024
3 184 590.836 108.143
4 184 588.277 112.093
5 184 591.102 109.588
6 184 585.136 116.906
7 184 580.605 113.334
8 184 584.084 110.828
9 184 590.3 109.201
10 184 587.981 106.365
11 184 594.293 116.927
12 184 591.964 108.63
13 184 593.169 111.846
14 184 586.625 114.99
0 185 281.499 275.622
1 185 279.82 281.003
2 185 277.989 283.445
3 185 274.199 281.867
4 185 277.405 284.057
5 185 274.944 276.7
6 185 275.465 286.589
7 185 282.851 279.51
8 185 278.827 280.912
9 185 274.502 282.219
10 185 277.538 276.737
11 185 277.47 280.93
12 185 277.216 282.407
13 185 276.625 275.935
14 185 273.191 278.431
0 186 84.6282 214.162
1 186 75.5971 212.321
2 186 78.0442 212.321
3 186 78.0246 216.521
4 186 75.7409 211.097
5 186 75.8154 211.097
6 186 80.973 217.979
7 186 79.3689 214.984
8 186 73.5715 210.341
9 186 81.3542 209.694
10 186 79.5525 212.578
11 186 78.5114 213.216
12 186 79.2679 211.749
13 186 83.8061 205.827
14 186 77.8233 209.12
0 187 516.403 97.593
1 187 513.555 96.8303
2 187 513.359 99.6343
3 187 514.107 95.6012
4 187 516.794 100.51
5 187 516.503 103.229
6 187 510.071 97.1468
7 187 515.369 102.251
8 187 513.977 102.396
9 187 516.476 97.0424
10 187 512.95 99.7282
11 187 507.328 101.37
12 187 515.338 95.5766
13 187 513.69 104.291
14 187 508.556 99.1809
0 188 392.499 329.843
1 188 391.661 326.929
2 188 386.846 327.99
3 188 389.891 327.377
4 188 390.055 333.754
5 188 391.846 329.386
6 188 389.717 330.751
7 188 388.337 321.736
8 188 393.139 324.6
9 188 384.841 327.344
10 188 390.983 328.812
11 188 391.6 328.536
12 188 390.186 332.479
13 188 389.703 325.373
14 188 389.632 323.707
0 190 459.49 102.104
1 190 461.903 100.252
2 190 457.718 95.3842
3 190 454.922 104.597
4 190 457.081 101.935
5 190 458.157 101.233
6 190 459.867 101.728
7 190 461.116 106.579
8 190 456.811 97.6153
9 190 457.044 100.172
10 190 455.781 98.7597
11 190 459.386 99.1056
12 190 456.74 101.998
13 190 457.642 100.524
14 190 460.498 101.68
0 191 88.8629 163.889
1 191 89.8411 163.001
2 191 85.791 160.498
3 191 84.3474 162.696
4 191 87.2542 160.68
5 191 90.245 160.1
6 191 90.3935 160.279
7 191 84.7229 164.33
8 191 91.606 160.132
9 191 86.0649 165.027
10 191 89.3128 162.853
11 191 87.8426 169.639
12 191 81.5204 166.35
13 191 88.4549 168.536
14 191 86.5742 158.677
0 192 515.369 355.937
1 192 516.898 354.219
2 192 518.447 358.458
3 192 516.092 350.653
4 192 517.273 354.355
5 192 515.407 357.037
6 192 511.643 354.783
7 192 520.922 349.277
8 192 514.009 362
9 192 521.001 354.854
10 192 514.224 355.379
11 192 516.717 357.738
12 192 515.197 359.944
13 192 516.709 352.67
14 192 518.564 350.586
0 193 623.97 230.106
1 193 619.748 222.806
2 193 622.32 226.337
3 193 619.884 219.856
4 193 623.837 229.552
5 193 624.775 219.021
6 193 628.757 222.242
7 193 620.846 224.815
8 193 624.127 219.931
9 193 626.575 217.849
10 193 624.521 219.973
11 193 623.353 220.078
12 193 626.803 223.868
13 193 623.666 212.26
14 193 620.572 223.365
0 194 627.024 351.131
1 194 625.014 348.894
2 194 621.057 351.879
3 194 623.692 355.495
4 194 623.988 357.152
5 194 624.022 352.918
6 194 619.429 353.089
7 194 620.138 355.029
8 194 624.019 355.212
9 194 621.397 354.295
10 194 617.563 358.161
11 194 623.772 357.552
12 194 629.757 352.86
13 194 621.652 359.24
14 194 623.352 355.67
0 195 348.276 193.743
1 195 345.124 197.009
2 195 354.903 194.935
3 195 352.485 197.507
4 195 349.342 192.998
5 195 352.582 196.82
6 195 351.021 196.548
7 195 348.667 192.653
8 195 345.836 197.768
9 195 348.073 190.511
10 195 346.362 191.455
11 195 347.955 191.701
12 195 346.547 197.236
13 195 350.933 195.914
14 195 348.094 203.024
0 198 581.742 230.065
1 198 583.383 227.46
2 198 587.366 227.946
3 198 581.818 228.823
4 198 582.074 229.774
5 198 585.897 225.703
6 198 578.648 221.648
7 198 580.708 229.429
8 198 587.893 230.047
9 198 581.621 229.603
10 198 589.024 227.049
11 198 584.506 226.08
12 198 583.911 227.007
13 198 589.157 225.305
14 198 583.481 226.519
0 199 126.685 344.632
1 199 126.016 347.124
2 199 128.69 343.48
3 199 127.461 348.002
4 199 134.607 346.109
5 199 126.653 345.837
6 199 129.246 346.53
7 199 130.951 350.006
8 199 127.63 347.303
9 199 127.941 344.937
10 199 125.277 349.696
11 199 125.766 348.699
12 199 128.177 350.123
13 199 128.485 349.186
14 199 129.097 347.18
0 200 186.802 365.118
1 200 195.583 366.802
2 200 185.042 366
3 200 191.45 365.864
4 200 184.816 367.18
5 200 188.023 367.572
6 200 180.61 371.374
7 200 186.311 362.551
8 200 184.585 361.512
9 200 188.071 363.323
10 200 187.764 365.065
11 200 185.639 361.167
12 200 187.256 356.955
13 200 183.788 364.448
14 200 187.357 362.894
0 201 361.658 256.087
1 201 364.596 256.034
2 201 371.321 261.538
3 201 366.655 263.071
4 201 368.753 258.445
5 201 368.881 259.651
6 201 371.427 260.97
7 201 366.37 260.612
8 201 366.297 255.887
9 201 374.113 258.603
10 201 365.955 257.533
11 201 365.591 261.609
12 201 374.077 255.542
13 201 360.897 252.831
14 201 367.462 256.274
0 202 300.371 157.657
1 202 296.903 162.593
2 202 301.947 152.65
3 202 300.258 148.18
4 202 302.191 157.077
5 202 301.953 154.743
6 202 303.847 154.988
7 202 304.553 152.561
8 202 300.926 156.339
9 202 300.718 156.222
10 202 304.737 154.42
11 202 299.214 155.314
12 202 303.519 158.496
13 202 302.486 147.086
14 202 298.831 156.212
0 205 35.1494 201.02
1 205 33.5806 195.635
2 205 34.6406 195.816
3 205 30.3938 206.877
4 205 30.8446 201.993
5 205 32.2021 199.134
6 205 26.3162 198.824
7 205 24.9296 201.865
8 205 23.8414 201.261
9 205 30.7842 198.719
10 205 24.2897 201.267
11 205 34.4553 199.611
12 205 25.0112 195.497
13 205 36.3543 200.285
14 205 31.7329 193.303
0 206 460.873 263.863
1 206 466.158 268.109
2 206 463.212 259.562
3 206 464.129 263.514
4 206 467.642 262.902
5 206 465.322 269.164
6 206 464.452 265.978
7 206 468.436 262.085
8 206 459.251 264.367
9 206 463.165 270.203
10 206 465.415 266.015
11 206 465.503 267.387
12 206 471.944 261.899
13 206 462.456 267.441
14 206 465.964 268.62
0 207 373.968 115.483
1 207 367.988 120.408
2 207 370.747 116.347
3 207 375.736 116.851
4 207 371.975 121.166
5 207 369.417 117.288
6 207 370.558 119.508
7 207 369.59 122.665
8 207 372.076 117.601
9 207 367.997 121.909
10 207 371.235 122.906
11 207 361.383 120.704
12 207 365.367 114.866
13 207 369.964 117.393
14 207 368.259 118.966
0 211 274.719 148.277
1 211 286.203 157.704
2 211 285.445 152.125
3 211 278.403 161.977
4 211 280.466 161.396
5 211 279.137 153.762
6 211 275.049 155.072
7 211 276.604 163.777
8 211 278.85 157.999
9 211 279.819 160.893
10 211 280.295 153.211
11 211 282.933 157.595
12 211 279.617 156.755
13 211 282.01 158.399
14 211 279.586 153.401
0 212 440.113 321.85
1 212 438.909 325.493
2 212 436.407 314.625
3 212 434.223 325.62
4 212 443.718 324.636
5 212 437.03 325.85
6 212 437.564 326.648
7 212 442.466 321.267
8 212 439.126 323.837
9 212 438.386 328.752
10 212 439.023 323.418
11 212 436.267 319.259
12 212 439.351 331.811
13 212 437.624 326.817
